1bf,5,5,5,5,2.5,3,6,7,4,3.5,1,1,5.5,6,5,6,4,4,0.5,0.5,3,4,4.5,2,2,2,1.5,1.5,2,1,0,1,6,5,18,18
1bf,3.5,4,5,4,2.5,2.5,2,3,3,3,0,0.5,3,3,3.5,4,1,1,0,0,1.5,1.5,0,0,1.5,1.5,1.5,1.5,1.5,1,0,0,0,0,14,14
1bf,0.5,0.5,0,0,1,1,0.5,0,1,1.5,0,0,0,0,0.5,0,0.75,1,0,1,0.5,0,0,0,1.5,1,1,0,0,0,0,0,0,0,7,7
1bf,5,5,5,5,2.5,3,6,5,4,3.5,0.5,0.5,2,1.5,6,6,4,4,4,4.5,6,6,5,4.5,2,2,3,3,7,6,2,2,4.5,5,17,17
1bf,5,5,5,5,2.5,3,6,5,4,4,0.5,1,5,5,7,6.5,4,3.5,4,3,6,6,5,4.5,2,2,3,3,7,7,1,1,6,6,20,20
1bf,1.25,2,3,3,1,1.5,1.5,0.5,2,2,0,0.5,2,3,1.5,2,0,0,2.5,2,0.5,0,1,1,1.5,1.5,1,1.5,1,0,0,0,1.5,1,14,14
1bf,4.75,4.5,3.5,3,1,0.5,0,0,1,2,0,0.5,0.5,0.5,0,0,1.25,1.5,2,1,1,0,0.5,0,1.5,2,1.5,1.5,1,0.5,0,0,0,0,10,9
1bf,5,5,5,4.5,3,2.5,0,0,4,4,0.5,1,5,4.5,7,8,4,4,3,3.5,4,3,4,2,2,2,3,3,5,5,2,2,6,6,18,18
1bf,3,3,2.5,2.5,2,1,0.5,0.5,1.5,2,0,0.5,3,3,3.5,3,1,1,0.5,1,1,0,0,0,1.5,1.5,1,2,0.5,0.5,0,0,0,0,18,18
1bf,5,5,3.5,3.5,1.5,1.5,0.5,0.5,3,3,0.5,0.5,1,1.5,1.5,2,4,4,2.5,3,0.5,0.5,0,0,1.5,1.5,2.5,1.5,2,2,0,0,6,6,14,14
1bf,1,0.5,0.5,0.5,0,0,0,0,1,1.5,0,0,0.5,0.5,0,0,3,2,2.5,3,1.5,2,0.5,1,1,1,1.5,1,0,0,0,0,0,0,10,10
1bf,0,0,0,0,0.5,0,0,0,2,1.5,0.5,1,0,0,0,0,1,1,1,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,8,9
1bf,5,5,5,5,1,2,1,2,1.5,1.5,0,0,1,1,2.5,2.5,4,4,0.5,0,4,3,3,2.5,2,2,1.5,1.5,2,2,1,0.5,4.5,5,15,15
1bf,5,5,5,5,2.5,3,6,7,3,3,0.25,0.5,1,0,4,2.5,3.5,2,0.5,1,3,4,0,0,2,2,1.5,1.5,5,4,0,0,6,6,16,16
1bf,5,4.5,4,2,1,2,0,0,2.5,3,1,1.5,0,0,1,2,1.5,2,1,2.5,1,1,0,0,2,2,1.5,1.5,0.5,0.5,0,0,0,0,8,8
1bf,5,5,5,5,2,3,0,0,4,4,1,1,2,2.5,3,3.5,4,4,2.5,3,2.5,2.5,3,3.5,1.5,1.5,3,3,4,2,0,0,6,6,17,17
