1df,2.5,0.5,0,0.5,0,0.5,0,0,2,1.5,0,0.5,1,1,0,1.5,0,0,3,1,0,0,0,0,1.5,1,1.5,0.5,0,0,0,0,4.5,3,10,10
1df,5,5,5,4.5,1,2.5,5,4,4,3.5,1,1.5,5,5,5,5,4,3,5,3.5,4,4,3,3,2,1.5,1.5,1,2,1,2,2,4.5,4.5,18,18
1df,1.5,1.5,2,2,0,0,0,1,2.5,1.5,0,0.5,4,1,3,2,0,0.5,1,0.5,1,0.5,0,0,1,1,0,0,2,0,0,0,0,0,9,9
1df,3.5,4.5,2.5,3.5,2,1.5,0,0,2,3,0,0,3,4,4,4,3.5,3,1,0,4,1,0,0,2,1.5,3.5,1.5,2,0.5,0,0,0,0,13,13
1df,5,5,4.5,5,2,2.5,0,0,4,4,1,1,0,3.5,5,7,4,4,5,2,5,2.5,0,0,2,2,3,3,0,0,0,0,0,0,17,17
1df,2.5,2,3,3,0,0.25,0,0.5,3,2.5,1,1.5,0,0.5,5,4,0,1,2,1,2,2,0,0,1,2,1.5,1.5,3,2.5,0,0,3,3,14,14
1df,5,5,5,5,2,2.5,0,0,3,3,1,0.5,3,3,0,0,2,1,4,4,3,2,2,1,2,2,1.5,2,4,3,0,0,0,0,18,18
1df,5,5,5,5,3,2.5,2,2,4,4,2,2,3,3.5,4,3,4,4,1,1,4,4,0,0,2,2,3,2.5,3,3,0,0,3,3,15,15
1df,3.5,4,5,4,2,2,0,0,3,1.5,1,0,1,1,3,1,3.5,3.5,3,3,3,3,0,0,2,2,3,3,1,1,2,2,3,3,16,16
1df,5,5,2,3.5,3,2.5,5,5,3.5,4,0,0.5,3,3,7,7,4,3.5,1,0.5,2,2.5,0,0,4,2,1.5,2.5,3,4,0,0,4,4,17,17
1df,3,4,3,3,1,1,5,5.5,3.5,3,0,0,3,2,5,7,4,4,4,4.5,4,5,3,3.5,2,2,3,3,6,4,2,1,6,6,17,17
1df,4,4.5,5,5,3,3,7,7,4,4,0,0,4,4,6,5,4,4,3,5,5,4.5,5,4,2,2,1.5,2,6,5.5,0,0,6,6,17,17
1df,5,5,5,5,2,1.5,0,0,4,4,0.5,1,2,3,5,6,4,3,1,0.5,2.5,2,0,0,2,2,3,3,1,0.5,0,0,4.5,2,16,16
1df,5,5,3,5,3,3,0,0,4,2,0.5,1,1,3,4.5,4,4,4,3,2,4.5,4.5,1,1.5,2,2,1.5,2.5,4,3,0,0,4.5,5,15,15
1df,5,5,3,2.5,3,2.5,3,3,4,3.5,0.5,1,1,2,1.5,1.5,4,4,2,3.5,4,4,7,1.5,2,2,2,2,1,2,0,0,6,5.5,13,13
1df,5,5,5,5,1.5,1.5,3,3.5,3,2,0,0.5,2,2,4,3,4,4,0,0,3,2,4,2,1.5,2,2,2,0,2,3,1,,1.5,18,18
